Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,Engagement_Score,Cashback_Per_Order,Address_Stability,Device_Per_Tenure,Churn_Probability,Churn_Percentage,Risk_Level
1.0,14.0,4,mobile phone,1,married,3,1,3.0,147.75,1,0.25,73.875,1.5,2.0,0.5544967381290759,55.449673812907584,Medium
23.0,12.0,4,laptop & accessory,3,married,4,0,3.0,191.51,0,5.75,7.979583333333333,0.16666666666666666,0.16666666666666666,0.013764067707315508,1.3764067707315508,Low
18.0,24.0,6,mobile phone,3,single,4,0,1.0,147.9,0,9.0,7.78421052631579,0.21052631578947367,0.3157894736842105,0.052048484958067465,5.204848495806747,Low
4.0,29.0,5,laptop & accessory,3,married,4,1,1.0,188.8,1,2.0,37.760000000000005,0.8,1.0,0.3524342026126891,35.24342026126891,Medium
18.0,26.0,5,fashion,5,married,3,1,7.0,208.51,0,2.25,10.974210526315789,0.15789473684210525,0.2631578947368421,0.12325325677558281,12.325325677558281,Low
16.0,25.0,4,laptop & accessory,5,married,8,1,3.0,179.1,0,4.0,10.535294117647059,0.47058823529411764,0.23529411764705882,0.09208515070909526,9.208515070909526,Low
17.0,15.0,4,laptop & accessory,4,married,6,0,1.0,172.65,0,8.5,9.591666666666667,0.3333333333333333,0.2222222222222222,0.018578995153438572,1.857899515343857,Low
1.0,7.0,4,mobile phone,4,single,3,0,2.0,145.96,0,0.3333333333333333,72.98,1.5,2.0,0.3983259438312454,39.832594383124544,Medium
24.0,14.0,4,fashion,4,married,6,0,3.0,224.9,0,6.0,8.996,0.24,0.16,0.01475257172843896,1.475257172843896,Low
19.0,8.0,3,fashion,1,married,4,0,7.0,185.78,0,2.375,9.289,0.2,0.15,0.025012260539380715,2.5012260539380717,Low
1.0,27.0,4,fashion,3,married,5,0,3.0,223.24,1,0.25,111.62,2.5,2.0,0.7615448299028644,76.15448299028644,High
1.0,9.0,5,mobile phone,3,single,3,0,3.0,145.44,1,0.25,72.72,1.5,2.5,0.46253580105881464,46.25358010588146,Medium
25.0,5.0,3,fashion,4,single,8,0,0.0,204.45,0,25.0,7.863461538461538,0.3076923076923077,0.11538461538461539,0.015197988417338808,1.5197988417338808,Low
12.0,27.0,4,laptop & accessory,1,married,4,1,4.0,161.2,0,2.4,12.399999999999999,0.3076923076923077,0.3076923076923077,0.030112086550342598,3.0112086550342596,Low
19.0,13.0,4,fashion,5,married,6,1,1.0,257.45,0,9.5,12.872499999999999,0.3,0.2,0.09290644463820541,9.290644463820541,Low
9.0,27.0,4,watch,4,single,2,1,0.0,121.21,1,9.0,12.120999999999999,0.2,0.4,0.7843501318311292,78.43501318311293,High
14.0,21.0,4,laptop & accessory,5,married,3,0,3.0,171.39,0,3.5,11.425999999999998,0.2,0.26666666666666666,0.018606163987839066,1.8606163987839066,Low
17.0,26.0,3,watch,4,single,2,0,3.0,134.2,0,4.25,7.455555555555555,0.1111111111111111,0.16666666666666666,0.02646696245184077,2.646696245184077,Low
12.0,22.0,5,fashion,1,married,2,1,10.0,240.1,0,1.0909090909090908,18.46923076923077,0.15384615384615385,0.38461538461538464,0.06107587830632426,6.107587830632426,Low
7.0,10.0,4,mobile phone,4,married,5,1,4.0,147.77,0,1.4,18.47125,0.625,0.5,0.19876434884033878,19.876434884033877,Low
5.0,7.0,4,laptop & accessory,5,divorced,3,0,4.0,166.48,0,1.0,27.746666666666666,0.5,0.6666666666666666,0.017249931146499583,1.7249931146499582,Low
5.0,7.0,4,laptop & accessory,2,single,10,1,6.0,184.93,1,0.7142857142857143,30.82166666666667,1.6666666666666667,0.6666666666666666,0.3336765308073987,33.36765308073987,Medium
6.0,10.0,4,mobile phone,4,married,9,0,2.0,138.38,0,2.0,19.768571428571427,1.2857142857142858,0.5714285714285714,0.05406160515436931,5.40616051543693,Low
29.0,9.0,4,grocery,1,single,4,1,3.0,291.59,0,7.25,9.719666666666665,0.13333333333333333,0.13333333333333333,0.014253312042120766,1.4253312042120765,Low
8.0,13.0,4,watch,2,divorced,2,0,2.0,123.76,0,2.6666666666666665,13.751111111111111,0.2222222222222222,0.4444444444444444,0.03320948815490363,3.320948815490363,Low
0.0,6.0,4,mobile phone,5,married,2,0,3.0,139.55,0,0.0,139.55,2.0,4.0,0.26685013092323484,26.685013092323484,Low
19.0,14.0,4,laptop & accessory,5,married,9,1,7.0,146.15,0,2.375,7.3075,0.45,0.2,0.10425430255508417,10.425430255508417,Low
11.0,16.0,3,watch,3,divorced,1,0,2.0,126.84,0,3.6666666666666665,10.57,0.08333333333333333,0.25,0.024732877772460755,2.4732877772460755,Low
9.0,11.0,3,laptop & accessory,2,divorced,4,0,0.0,120.86,1,9.0,12.086,0.4,0.3,0.28467996929429434,28.467996929429436,Low
10.0,8.0,4,laptop & accessory,1,married,6,0,0.0,151.63,0,10.0,13.784545454545453,0.5454545454545454,0.36363636363636365,0.028551632247141672,2.8551632247141674,Low
13.0,13.0,2,fashion,3,married,4,0,7.0,207.37,0,1.625,14.812142857142858,0.2857142857142857,0.14285714285714285,0.022379722450400583,2.237972245040058,Low
1.0,25.0,4,mobile phone,2,single,3,0,1.0,151.93,1,0.5,75.965,1.5,2.0,0.5995189670188207,59.95189670188207,Medium
2.0,9.0,3,mobile phone,5,single,2,1,5.0,147.23,0,0.3333333333333333,49.07666666666666,0.6666666666666666,1.0,0.22166035415152346,22.166035415152347,Low
14.0,33.0,5,laptop & accessory,1,married,5,1,1.0,169.22,0,7.0,11.281333333333333,0.3333333333333333,0.3333333333333333,0.03237825480728987,3.237825480728987,Low
3.0,27.0,4,laptop & accessory,1,married,4,0,3.0,194.31,0,0.75,48.5775,1.0,1.0,0.04957133900370565,4.9571339003705654,Low
19.0,15.0,4,laptop & accessory,1,married,11,0,9.0,161.97,0,1.9,8.0985,0.55,0.2,0.025349143148845187,2.5349143148845186,Low
26.0,7.0,4,grocery,2,divorced,4,0,9.0,295.99,0,2.6,10.962592592592593,0.14814814814814814,0.14814814814814814,0.01390172104534455,1.390172104534455,Low
19.0,20.0,3,mobile phone,4,married,10,1,3.0,149.63,1,4.75,7.4815,0.5,0.15,0.3635166267807542,36.35166267807542,Medium
27.0,9.0,5,fashion,4,married,4,0,13.0,200.25,0,1.9285714285714286,7.151785714285714,0.14285714285714285,0.17857142857142858,0.015514220457120892,1.5514220457120893,Low
3.0,15.0,3,laptop & accessory,5,married,2,0,10.0,130.72,0,0.2727272727272727,32.68,0.5,0.75,0.01691028822371049,1.691028822371049,Low
0.0,10.0,4,mobile phone,3,single,6,0,2.0,138.94,1,0.0,138.94,6.0,4.0,0.7641436832112256,76.41436832112257,High
22.0,11.0,3,laptop & accessory,3,divorced,3,0,2.0,166.51,0,7.333333333333333,7.239565217391304,0.13043478260869565,0.13043478260869565,0.013351971402766538,1.3351971402766538,Low
0.0,8.0,3,watch,3,single,3,0,0.0,134.85,1,0.0,134.85,3.0,3.0,0.7227067059049209,72.27067059049209,High
1.0,11.0,5,mobile phone,3,single,7,0,3.0,163.94,1,0.25,81.97,3.5,2.5,0.7470207807526805,74.70207807526805,High
1.0,9.0,4,mobile phone,5,divorced,9,0,8.0,152.07,1,0.1111111111111111,76.035,4.5,2.0,0.7380885740684592,73.80885740684592,High
1.0,11.0,5,laptop & accessory,1,single,3,1,4.0,169.87,0,0.2,84.935,1.5,2.5,0.4673782654746237,46.73782654746237,Medium
9.0,9.0,4,watch,1,married,4,0,0.0,121.77,0,9.0,12.177,0.4,0.4,0.17922735978039478,17.922735978039476,Low
8.0,10.0,4,mobile phone,2,divorced,2,0,3.0,162.37,0,2.0,18.04111111111111,0.2222222222222222,0.4444444444444444,0.02246007060547147,2.246007060547147,Low
19.0,24.0,3,fashion,3,divorced,6,0,2.0,205.27,0,6.333333333333333,10.2635,0.3,0.15,0.033224482841536854,3.3224482841536855,Low
1.0,24.0,5,mobile phone,1,married,7,0,4.0,148.67,1,0.2,74.335,3.5,2.5,0.6833419242184615,68.33419242184615,Medium
7.0,17.0,5,laptop & accessory,1,single,5,0,2.0,171.82,0,2.3333333333333335,21.4775,0.625,0.625,0.03063239861626037,3.063239861626037,Low
14.0,11.0,5,fashion,1,married,9,0,12.0,233.55,0,1.0769230769230769,15.57,0.6,0.3333333333333333,0.05124839218220759,5.124839218220759,Low
28.0,26.0,4,laptop & accessory,5,married,11,1,5.0,179.85,0,4.666666666666667,6.201724137931034,0.3793103448275862,0.13793103448275862,0.027535665783685055,2.7535665783685057,Low
9.0,16.0,4,laptop & accessory,3,married,2,1,7.0,156.73,0,1.125,15.672999999999998,0.2,0.4,0.025029244094130078,2.5029244094130076,Low
1.0,13.0,3,laptop & accessory,5,single,1,0,3.0,148.98,0,0.25,74.49,0.5,1.5,0.10171933512820348,10.171933512820349,Low
10.0,10.0,5,fashion,1,married,2,0,5.0,201.44,0,1.6666666666666667,18.312727272727273,0.18181818181818182,0.45454545454545453,0.07774935223606093,7.774935223606093,Low
30.0,16.0,4,mobile phone,3,married,4,0,4.0,154.42,0,6.0,4.981290322580644,0.12903225806451613,0.12903225806451613,0.01412472808219046,1.412472808219046,Low
4.0,17.0,5,laptop & accessory,3,married,3,0,5.0,190.78,0,0.6666666666666666,38.156,0.6,1.0,0.022817929428746147,2.2817929428746146,Low
15.0,9.0,1,laptop & accessory,2,divorced,3,1,3.0,152.31,0,3.75,9.519375,0.1875,0.0625,0.017263932134510794,1.7263932134510793,Low
28.0,8.0,3,grocery,1,single,3,1,2.0,266.59,0,9.333333333333334,9.192758620689654,0.10344827586206896,0.10344827586206896,0.013986598477223156,1.3986598477223156,Low
1.0,13.0,6,mobile phone,3,married,2,0,1.0,148.51,1,0.5,74.255,1.0,3.0,0.46793468504088837,46.793468504088835,Medium
9.0,15.0,5,fashion,2,divorced,6,1,3.0,228.77,0,2.25,22.877000000000002,0.6,0.5,0.2026541468360521,20.265414683605208,Low
9.0,14.0,4,fashion,3,single,5,0,3.0,227.21,0,2.25,22.721,0.5,0.4,0.07876103120584146,7.876103120584147,Low
9.0,8.0,1,watch,2,divorced,2,0,7.0,120.11,0,1.125,12.011,0.2,0.1,0.03127402177366871,3.127402177366871,Low
6.0,13.0,3,watch,1,single,5,0,0.0,124.96,0,6.0,17.85142857142857,0.7142857142857143,0.42857142857142855,0.18418118486149485,18.418118486149485,Low
9.0,19.0,3,watch,4,divorced,4,0,4.0,121.43,0,1.8,12.143,0.4,0.3,0.07698363419135185,7.698363419135185,Low
15.0,19.0,1,laptop & accessory,5,married,6,0,0.0,155.38,0,15.0,9.71125,0.375,0.0625,0.020227033170841697,2.0227033170841695,Low
1.0,9.0,4,mobile phone,3,single,4,0,1.0,159.85,1,0.5,79.925,2.0,2.0,0.6734841506395914,67.34841506395914,Medium
9.0,25.0,4,laptop & accessory,3,married,3,0,1.0,171.01,0,4.5,17.101,0.3,0.4,0.01966514453860955,1.966514453860955,Low
7.0,35.0,4,laptop & accessory,3,married,3,1,8.0,177.07,0,0.7777777777777778,22.13375,0.375,0.5,0.05066081840959665,5.066081840959665,Low
7.0,10.0,3,laptop & accessory,3,divorced,10,0,2.0,165.38,0,2.3333333333333335,20.6725,1.25,0.375,0.03494018053744243,3.4940180537442433,Low
20.0,7.0,5,fashion,5,married,4,1,6.0,231.73,0,2.857142857142857,11.034761904761904,0.19047619047619047,0.23809523809523808,0.05283801372275965,5.283801372275965,Low
3.0,13.0,4,mobile phone,2,divorced,3,0,9.0,156.31,0,0.3,39.0775,0.75,1.0,0.023386731933197236,2.338673193319724,Low
1.0,8.0,4,mobile phone,3,married,5,0,3.0,154.09,1,0.25,77.045,2.5,2.0,0.6712337342248894,67.12337342248894,Medium
1.0,10.0,4,mobile phone,1,married,3,0,1.0,145.61,0,0.5,72.805,1.5,2.0,0.3849870102558284,38.49870102558284,Medium
9.0,12.0,3,watch,3,divorced,9,0,2.0,122.67,0,3.0,12.267,0.9,0.3,0.06653419807475622,6.653419807475622,Low
11.0,12.0,2,mobile phone,3,single,2,0,4.0,160.0,0,2.2,13.333333333333334,0.16666666666666666,0.16666666666666666,0.021445431756797476,2.1445431756797477,Low
1.0,27.0,4,fashion,3,divorced,5,0,3.0,223.24,1,0.25,111.62,2.5,2.0,0.7707061979126799,77.07061979126799,High
20.0,9.0,4,others,1,married,9,1,3.0,318.28,0,5.0,15.156190476190474,0.42857142857142855,0.19047619047619047,0.09360500927503798,9.360500927503798,Low
25.0,35.0,3,watch,1,married,3,0,0.0,134.82,0,25.0,5.185384615384615,0.11538461538461539,0.11538461538461539,0.015444475569457106,1.5444475569457106,Low
0.0,10.0,4,laptop & accessory,5,married,2,0,3.0,142.56,0,0.0,142.56,2.0,4.0,0.2551800075123044,25.518000751230442,Low
14.0,10.0,5,laptop & accessory,4,married,7,0,2.0,164.3,0,4.666666666666667,10.953333333333335,0.4666666666666667,0.3333333333333333,0.019707819433838016,1.9707819433838016,Low
1.0,15.0,2,mobile phone,3,married,9,0,3.0,160.17,0,0.25,80.085,4.5,1.0,0.31851903752250915,31.851903752250916,Medium
19.0,9.0,4,laptop & accessory,1,single,6,0,4.0,176.6,1,3.8,8.83,0.3,0.2,0.05426101410260363,5.426101410260363,Low
31.0,23.0,4,laptop & accessory,5,single,10,0,3.0,179.05,0,7.75,5.5953125,0.3125,0.125,0.015570711705053078,1.5570711705053077,Low
8.0,9.0,4,mobile phone,3,married,8,0,3.0,147.31,0,2.0,16.36777777777778,0.8888888888888888,0.4444444444444444,0.042370566465083345,4.237056646508335,Low
7.0,6.0,1,laptop & accessory,2,married,1,0,9.0,197.25,0,0.7,24.65625,0.125,0.125,0.014290113507141006,1.4290113507141007,Low
1.0,11.0,3,mobile phone,5,divorced,4,0,3.0,153.19,0,0.25,76.595,2.0,1.5,0.3808503369899912,38.08503369899912,Medium
8.0,6.0,4,watch,3,single,2,0,4.0,128.59,0,1.6,14.287777777777778,0.2222222222222222,0.4444444444444444,0.026229404376567213,2.6229404376567214,Low
6.0,15.0,4,fashion,1,single,3,0,3.0,214.98,0,1.5,30.71142857142857,0.42857142857142855,0.5714285714285714,0.06540468958302856,6.5404689583028555,Low
4.0,26.0,1,watch,2,divorced,1,0,2.0,127.91,0,1.3333333333333333,25.582,0.2,0.2,0.01840314432448519,1.8403144324485188,Low
4.0,7.0,6,mobile phone,3,married,5,0,3.0,163.33,0,1.0,32.666000000000004,1.0,1.2,0.031980519712412184,3.1980519712412185,Low
9.0,7.0,5,laptop & accessory,2,divorced,2,0,1.0,178.63,0,4.5,17.863,0.2,0.5,0.018449234117914572,1.8449234117914572,Low
2.0,8.0,3,laptop & accessory,3,married,2,0,2.0,146.49,0,0.6666666666666666,48.830000000000005,0.6666666666666666,1.0,0.017541718423470454,1.7541718423470454,Low
30.0,7.0,5,fashion,1,married,4,0,0.0,208.83,0,30.0,6.736451612903227,0.12903225806451613,0.16129032258064516,0.015545041647324833,1.5545041647324833,Low
1.0,23.0,4,fashion,3,married,4,0,1.0,206.61,1,0.5,103.305,2.0,2.0,0.7201946916413061,72.01946916413061,High
30.0,13.0,3,watch,3,married,2,0,2.0,123.72,0,10.0,3.9909677419354836,0.06451612903225806,0.0967741935483871,0.014161526500160832,1.4161526500160833,Low
23.0,18.0,3,fashion,1,single,5,0,1.0,192.08,0,11.5,8.003333333333334,0.20833333333333334,0.125,0.016646904739091493,1.6646904739091493,Low
9.0,6.0,3,watch,1,married,2,0,3.0,120.44,0,2.25,12.044,0.2,0.3,0.037915046997552514,3.7915046997552513,Low
2.0,7.0,4,mobile phone,1,married,3,0,3.0,152.06,0,0.5,50.68666666666667,1.0,1.3333333333333333,0.020518152266494356,2.0518152266494356,Low
18.0,35.0,3,fashion,1,divorced,5,1,2.0,193.8,0,6.0,10.200000000000001,0.2631578947368421,0.15789473684210525,0.03634385190029243,3.6343851900292425,Low
17.0,11.0,3,others,4,married,8,0,10.0,282.13,0,1.5454545454545454,15.67388888888889,0.4444444444444444,0.16666666666666666,0.02276747344164462,2.276747344164462,Low
19.0,16.0,4,laptop & accessory,4,married,10,0,16.0,148.48,0,1.1176470588235294,7.4239999999999995,0.5,0.2,0.022670615812062474,2.2670615812062476,Low
5.0,8.0,3,laptop & accessory,4,married,1,0,6.0,154.7,0,0.7142857142857143,25.78333333333333,0.16666666666666666,0.5,0.01477676380143116,1.4776763801431159,Low
10.0,9.0,5,laptop & accessory,1,single,3,0,9.0,163.86,0,1.0,14.896363636363638,0.2727272727272727,0.45454545454545453,0.016625393046317737,1.6625393046317736,Low
0.0,32.0,3,laptop & accessory,2,single,2,0,4.0,161.8,0,0.0,161.8,2.0,3.0,0.36420287322330946,36.42028732233095,Medium
26.0,36.0,4,mobile phone,1,married,4,0,1.0,159.82,0,13.0,5.919259259259259,0.14814814814814814,0.14814814814814814,0.015668801382787402,1.5668801382787403,Low
0.0,13.0,5,watch,5,divorced,2,0,1.0,124.51,0,0.0,124.51,2.0,5.0,0.6320449795461336,63.20449795461336,Medium
24.0,18.0,4,others,4,single,5,0,5.0,324.26,0,4.0,12.9704,0.2,0.16,0.01681429923321768,1.681429923321768,Low
1.0,13.0,6,laptop & accessory,3,divorced,6,1,8.0,186.72,1,0.1111111111111111,93.36,3.0,3.0,0.7880501881841232,78.80501881841232,High
10.0,15.0,3,fashion,5,divorced,11,0,6.0,242.13,0,1.4285714285714286,22.01181818181818,1.0,0.2727272727272727,0.06851872325061588,6.851872325061588,Low
9.0,15.0,3,watch,2,divorced,2,0,4.0,120.7,0,1.8,12.07,0.2,0.3,0.06312362007308425,6.312362007308425,Low
14.0,13.0,4,grocery,3,single,9,0,14.0,257.37,0,0.9333333333333333,17.158,0.6,0.26666666666666666,0.0346006864672153,3.46006864672153,Low
9.0,13.0,3,watch,4,single,3,0,3.0,120.13,0,2.25,12.013,0.3,0.3,0.17493328832400015,17.493328832400014,Low
8.0,14.0,4,mobile phone,1,single,3,0,1.0,154.72,0,4.0,17.191111111111113,0.3333333333333333,0.4444444444444444,0.034776109401337754,3.4776109401337756,Low
9.0,33.0,3,laptop & accessory,3,married,7,0,7.0,152.37,0,1.125,15.237,0.7,0.3,0.021811411099885485,2.1811411099885483,Low
4.0,14.0,4,mobile phone,4,single,2,0,3.0,154.83,0,1.0,30.966,0.4,0.8,0.037636254262912616,3.7636254262912616,Low
9.0,9.0,3,watch,1,married,2,0,0.0,120.61,0,9.0,12.061,0.2,0.3,0.2680209757652199,26.802097576521987,Low
2.0,12.0,4,laptop & accessory,2,single,3,0,3.0,174.08,0,0.5,58.02666666666667,1.0,1.3333333333333333,0.03426664040555378,3.426664040555378,Low
17.0,34.0,1,grocery,1,married,4,1,11.0,233.2,0,1.4166666666666667,12.955555555555556,0.2222222222222222,0.05555555555555555,0.031591918256360554,3.1591918256360554,Low
5.0,13.0,2,laptop & accessory,1,married,6,0,8.0,179.6,0,0.5555555555555556,29.933333333333334,1.0,0.3333333333333333,0.018334099776761637,1.8334099776761636,Low
1.0,27.0,4,mobile phone,4,married,2,1,5.0,146.48,1,0.16666666666666666,73.24,1.0,2.0,0.6240352298351493,62.403522983514925,Medium
5.0,11.0,4,laptop & accessory,4,single,3,0,3.0,218.55,1,1.25,36.425000000000004,0.5,0.6666666666666666,0.06281773573664332,6.281773573664331,Low
3.0,15.0,5,laptop & accessory,2,divorced,3,1,3.0,175.56,0,0.75,43.89,0.75,1.25,0.03353807545291827,3.3538075452918275,Low
24.0,6.0,3,watch,1,married,2,0,0.0,127.23,0,24.0,5.0892,0.08,0.12,0.015328054435258618,1.5328054435258618,Low
1.0,17.0,5,mobile phone,3,single,3,0,1.0,137.0,0,0.5,68.5,1.5,2.5,0.6474477647025725,64.74477647025725,Medium
12.0,14.0,3,laptop & accessory,5,married,3,1,8.0,181.05,0,1.3333333333333333,13.926923076923078,0.23076923076923078,0.23076923076923078,0.023586921105831566,2.3586921105831564,Low
20.0,6.0,3,fashion,4,married,1,0,3.0,219.57,0,5.0,10.455714285714285,0.047619047619047616,0.14285714285714285,0.01749692952483886,1.749692952483886,Low
0.0,13.0,5,watch,1,single,2,1,0.0,123.4,1,0.0,123.4,2.0,5.0,0.7909125019360799,79.09125019360799,High
20.0,9.0,4,grocery,3,married,8,0,2.0,303.61,0,6.666666666666667,14.457619047619048,0.38095238095238093,0.19047619047619047,0.024253029203417747,2.4253029203417746,Low
18.0,12.0,5,mobile phone,3,single,5,0,4.0,156.62,0,3.6,8.243157894736843,0.2631578947368421,0.2631578947368421,0.029487983490031462,2.9487983490031464,Low
12.0,9.0,4,mobile phone,4,married,7,0,9.0,150.92,0,1.2,11.609230769230768,0.5384615384615384,0.3076923076923077,0.025342851457060528,2.5342851457060527,Low
15.0,14.0,3,others,2,married,2,0,9.0,284.3,0,1.5,17.76875,0.125,0.1875,0.019759448901152724,1.9759448901152725,Low
28.0,8.0,3,grocery,2,single,3,1,2.0,266.59,0,9.333333333333334,9.192758620689654,0.10344827586206896,0.10344827586206896,0.014035249776745019,1.4035249776745018,Low
10.0,10.0,4,laptop & accessory,4,single,6,0,8.0,169.85,0,1.1111111111111112,15.44090909090909,0.5454545454545454,0.36363636363636365,0.02328922501171928,2.328922501171928,Low
27.0,25.0,3,laptop & accessory,5,married,10,1,4.0,154.85,0,5.4,5.5303571428571425,0.35714285714285715,0.10714285714285714,0.018934091387009747,1.8934091387009748,Low
20.0,8.0,3,laptop & accessory,2,married,6,0,4.0,150.7,0,4.0,7.176190476190476,0.2857142857142857,0.14285714285714285,0.01681637095084222,1.681637095084222,Low
0.0,33.0,3,laptop & accessory,1,single,2,1,7.0,158.13,1,0.0,158.13,2.0,3.0,0.6467766260521484,64.67766260521483,Medium
0.0,33.0,3,fashion,1,married,2,0,9.0,176.39,1,0.0,176.39,2.0,3.0,0.5835535474508567,58.35535474508568,Medium
9.0,8.0,3,watch,3,married,3,0,2.0,120.01,0,3.0,12.001000000000001,0.3,0.3,0.06104396746750048,6.104396746750048,Low
7.0,7.0,4,laptop & accessory,5,single,1,0,9.0,153.43,0,0.7,19.17875,0.125,0.5,0.01669478964809981,1.669478964809981,Low
10.0,16.0,4,fashion,1,married,6,0,3.0,225.96,1,2.5,20.541818181818183,0.5454545454545454,0.36363636363636365,0.11231606113383111,11.23160611338311,Low
8.0,34.0,4,mobile phone,4,single,4,0,3.0,148.11,0,2.0,16.456666666666667,0.4444444444444444,0.4444444444444444,0.0853578716593728,8.535787165937279,Low
1.0,7.0,6,mobile phone,5,single,2,0,1.0,148.25,1,0.5,74.125,1.0,3.0,0.6343240922885136,63.43240922885136,Medium
14.0,13.0,3,watch,3,married,5,0,8.0,124.51,0,1.5555555555555556,8.300666666666666,0.3333333333333333,0.2,0.02359773374482037,2.359773374482037,Low
1.0,9.0,2,laptop & accessory,3,single,2,0,8.0,190.0,0,0.1111111111111111,95.0,1.0,1.0,0.10283053722441611,10.283053722441611,Low
1.0,35.0,3,laptop & accessory,5,married,8,1,0.0,166.73,1,1.0,83.365,4.0,1.5,0.7341722407631461,73.41722407631461,High
4.0,6.0,5,laptop & accessory,5,married,2,0,7.0,150.03,0,0.5,30.006,0.4,1.0,0.01670000416741053,1.6700004167410532,Low
14.0,9.0,4,laptop & accessory,2,single,3,0,9.0,171.61,0,1.4,11.440666666666667,0.2,0.26666666666666666,0.020110149226810363,2.0110149226810363,Low
6.0,11.0,3,laptop & accessory,2,divorced,7,0,2.0,199.98,0,2.0,28.568571428571428,1.0,0.42857142857142855,0.035638945967554764,3.5638945967554765,Low
19.0,32.0,5,laptop & accessory,1,married,2,0,9.0,184.06,0,1.9,9.203,0.1,0.25,0.018743613011563003,1.8743613011563003,Low
0.0,13.0,3,watch,4,single,2,1,2.0,124.78,0,0.0,124.78,2.0,3.0,0.7692126698538566,76.92126698538566,High
19.0,9.0,4,laptop & accessory,3,married,6,0,8.0,176.54,0,2.111111111111111,8.827,0.3,0.2,0.025309487795686415,2.5309487795686416,Low
11.0,21.0,4,mobile phone,5,married,3,0,18.0,155.34,0,0.5789473684210527,12.945,0.25,0.3333333333333333,0.02301963411250051,2.301963411250051,Low
1.0,21.0,4,mobile phone,2,divorced,7,1,5.0,149.36,1,0.16666666666666666,74.68,3.5,2.0,0.7919235987364043,79.19235987364043,High
15.0,19.0,4,mobile phone,2,divorced,5,1,1.0,172.66,0,7.5,10.79125,0.3125,0.25,0.031833082446407666,3.1833082446407666,Low
1.0,26.0,2,laptop & accessory,1,single,10,1,5.0,178.04,1,0.16666666666666666,89.02,5.0,1.0,0.5748896612241479,57.48896612241479,Medium
13.0,15.0,4,mobile phone,3,married,3,0,8.0,162.55,0,1.4444444444444444,11.610714285714286,0.21428571428571427,0.2857142857142857,0.02425278537469811,2.425278537469811,Low
21.0,10.0,4,grocery,1,married,3,0,2.0,252.02,0,7.0,11.455454545454545,0.13636363636363635,0.18181818181818182,0.01722895823193965,1.722895823193965,Low
0.0,11.0,1,laptop & accessory,5,married,2,0,5.0,140.0,0,0.0,140.0,2.0,1.0,0.06108511556004981,6.108511556004981,Low
6.0,11.0,5,laptop & accessory,3,married,3,0,9.0,186.62,0,0.6,26.66,0.42857142857142855,0.7142857142857143,0.017389027476539427,1.7389027476539427,Low
15.0,8.0,3,fashion,1,married,3,1,9.0,201.24,0,1.5,12.5775,0.1875,0.1875,0.03882477144409466,3.882477144409466,Low
4.0,35.0,4,laptop & accessory,2,divorced,3,0,10.0,182.75,0,0.36363636363636365,36.55,0.6,0.8,0.026506920836146242,2.6506920836146244,Low
12.0,9.0,4,mobile phone,2,divorced,3,1,1.0,142.02,0,6.0,10.924615384615386,0.23076923076923078,0.3076923076923077,0.05972925074283873,5.972925074283873,Low
4.0,8.0,3,watch,2,married,1,1,2.0,126.95,0,1.3333333333333333,25.39,0.2,0.6,0.05208687128181957,5.208687128181957,Low
0.0,19.0,3,laptop & accessory,4,single,6,0,0.0,157.65,1,0.0,157.65,6.0,3.0,0.7688285312041148,76.88285312041148,High
24.0,20.0,3,laptop & accessory,2,divorced,5,0,7.0,149.36,0,3.0,5.9744,0.2,0.12,0.013771291003962394,1.3771291003962394,Low
12.0,30.0,4,laptop & accessory,1,married,11,0,3.0,182.45,0,3.0,14.034615384615384,0.8461538461538461,0.3076923076923077,0.02500379906108932,2.500379906108932,Low
0.0,19.0,3,laptop & accessory,5,married,3,0,2.0,142.33,1,0.0,142.33,3.0,3.0,0.518837232232247,51.8837232232247,Medium
14.0,6.0,2,fashion,5,divorced,2,0,7.0,183.92,0,1.75,12.261333333333333,0.13333333333333333,0.13333333333333333,0.023258905729586117,2.325890572958612,Low
8.0,15.0,4,laptop & accessory,4,single,10,0,0.0,165.4,0,8.0,18.37777777777778,1.1111111111111112,0.4444444444444444,0.08114166121760143,8.114166121760142,Low
17.0,15.0,4,laptop & accessory,3,married,6,1,3.0,170.22,0,4.25,9.456666666666667,0.3333333333333333,0.2222222222222222,0.047188110623198026,4.718811062319802,Low
9.0,9.0,3,watch,1,married,6,0,0.0,128.35,0,9.0,12.834999999999999,0.6,0.3,0.04325892715163849,4.325892715163849,Low
14.0,23.0,4,mobile phone,3,married,11,0,1.0,160.44,0,7.0,10.696,0.7333333333333333,0.26666666666666666,0.04268016059181959,4.268016059181959,Low
5.0,14.0,1,laptop & accessory,1,married,2,0,8.0,162.09,0,0.5555555555555556,27.015,0.3333333333333333,0.16666666666666666,0.014012666734133834,1.4012666734133834,Low
11.0,8.0,1,laptop & accessory,5,single,7,1,12.0,159.8,0,0.8461538461538461,13.316666666666668,0.5833333333333334,0.08333333333333333,0.07707908050572836,7.7079080505728355,Low
21.0,12.0,4,laptop & accessory,3,single,3,0,2.0,142.4,0,7.0,6.472727272727273,0.13636363636363635,0.18181818181818182,0.018357785689768282,1.8357785689768282,Low
